tweet_id|datetime|text|user_id|screen_name|full_name|user_created|followers_count|user_verified|user_location|likes|retweet_count|bookmark_count|quote_count|hashtags|cashtags|mentions|language|coodinates|quoted_tweet_id
1659710523775262721|2023-05-19 23:59:59+00:00|is #bitcoin on the verge of realizing its endmay trend towards 000|96721502|riskyaxel|Coco Martinez|2009-12-14 08:16:06+00:00|118|False|New York|2|0|0|0|['Bitcoin']||[User(username='BTC_Archive', id=970994516357472257, displayname='Bitcoin Archive', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1659710515088687105|2023-05-19 23:59:57+00:00|wouldnt it incentivize more out of band txs sry curious why no|1623011439970594824|ordinalenjoyer|satoshi enjoyer 🧙|2023-02-07 17:31:04+00:00|1954|False|base layer|1|0|0|0|||[User(username='Jestopher_BTC', id=3181999867, displayname='Jesse Shrader 🌋⚡', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None), User(username='niftynei', id=22983338, displayname='🧡', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1659710514342010881|2023-05-19 23:59:57+00:00|bitcoin breaking down where is the price going next #bitcoin|1490279804888879106|Mik96483431|Mik|2022-02-06 11:05:08+00:00|56|False||1|0|0|0|['Bitcoin']|||en||
1659710506352132096|2023-05-19 23:59:55+00:00|is the new bitcoin|913220981572931584|lynkezlol|lynk|2017-09-28 01:57:03+00:00|83633|False||444|121|1|4||['PEPE']||en||
1659710489604026369|2023-05-19 23:59:51+00:00|i just listed inscription for 1 btc 89013 on check it out|1917325926|PLueondee|🐸|2013-09-29 15:08:22+00:00|1560|False|Chiang Mai, Thailand|1|0|0|0|||[User(username='ordinalswallet', id=1620686423656374272, displayname='Ordinals Wallet', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]|en||
1659710486886113289|2023-05-19 23:59:50+00:00|my crypto strategy on iconomi just outperformed btc check it out here|137013938|Snowcraw|Klaus Stark|2010-04-25 14:47:55+00:00|257|False|Schaan FL|0|0|0|0|['cryptocurrency', 'crypto', 'invest', 'cryptocurrencies']|||en||
1659710477679697920|2023-05-19 23:59:48+00:00|bitcoin payments app strike expands to more than 65 countries from three coindesk #bitcoin|1456624403052118025|trm_crypto|trm_crypto|2021-11-05 14:08:29+00:00|55|False|United States|0|0|0|0|['trm', 'trm_crypto', 'Bitcoin', 'Etherium', 'Dogecoin', 'ToTheMoon']|||en||
1659710475133657094|2023-05-19 23:59:47+00:00|robert kennedy jr debuts campaign at bitcoin 2023 bitcoin magazine #bitcoin|1456624403052118025|trm_crypto|trm_crypto|2021-11-05 14:08:29+00:00|55|False|United States|0|0|0|0|['trm', 'trm_crypto', 'Bitcoin', 'Etherium', 'Dogecoin', 'ToTheMoon']|||en||
1659710472667398144|2023-05-19 23:59:47+00:00|bitcoin flips volatile at as feds powell teases end to rate hikes cointelegraph #bitcoin|1456624403052118025|trm_crypto|trm_crypto|2021-11-05 14:08:29+00:00|55|False|United States|0|0|0|0|['trm', 'trm_crypto', 'Bitcoin', 'Etherium', 'Dogecoin', 'ToTheMoon']|||en||
1659710471878967300|2023-05-19 23:59:47+00:00|bitcoin price index|2395138046|WorldCoinIndex|WorldCoinIndex|2014-03-17 21:39:08+00:00|12769|False||0|0|0|0|['USD', 'EUR', 'CNY', 'GBP', 'RUB']|||en||
1659710470259867650|2023-05-19 23:59:46+00:00|bitcoin in stasis below ahead of powell speech coindesk #bitcoin|1456624403052118025|trm_crypto|trm_crypto|2021-11-05 14:08:29+00:00|55|False|United States|0|0|0|0|['trm', 'trm_crypto', 'Bitcoin', 'Etherium', 'Dogecoin', 'ToTheMoon']|||en||
